Segment ID,Project Name,Project Number,Organization Name,Vendor ID,Contract Number,Contract Description,GC Phase Code,GC Phase Code Description,Breakout Code,Breakout Code Description,Invoice Code,Invoice Code Description,Handling Code,Handling Code Description,Account Code,Subcontract Item Number,Category Code,Subjob,Sub Phase Code,Sub Phase Code Description,Scheduled Value Amount,Net Change by Change Order,Contract Sum To Date,Total Billed To Date,Total Percent Complete To Date,Total Retention To Date,Total Balance Due
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Able Rolling Steel Door,ABLE03,IPCRP1-56,Rolling Steel Door,,000:0717-M&O Prefabricated Building,,,,,,,0717-1100,000*IPCRP1*S*976002032,S,IPCRP1,000*IPCRP1*S*976002032,000:0717-M&O Prefabricated Building,0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Able Rolling Steel Door,ABLE03,IPCRP1-56,Rolling Steel Door,,000:717.3-- Escalation (if applicable),,,,,,,0717-1100,000*IPCRP1*S*976002033,S,IPCRP1,000*IPCRP1*S*976002033,000:717.3-- Escalation (if applicable),"12,000.00",0.00,"12,000.00",0.00,0.00,0.00,"12,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Able Rolling Steel Door,ABLE03,IPCRP1-56,Rolling Steel Door,,"000:717.2-- if above doors are confirmed to be stainless steel, additional cost per door",,,,,,,0717-1100,000*IPCRP1*S*976002034,S,IPCRP1,000*IPCRP1*S*976002034,"000:717.2-- if above doors are confirmed to be stainless steel, additional cost per door","24,000.00",0.00,"24,000.00",0.00,0.00,0.00,"24,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Able Rolling Steel Door,ABLE03,IPCRP1-56,Rolling Steel Door,,"000:717.1-- 11''-0"" x 9''-0"" Motor Operated Insulated Overhead Coiling Door (Galvanized)",,,,,,,0717-1100,000*IPCRP1*S*976002035,S,IPCRP1,000*IPCRP1*S*976002035,"000:717.1-- 11''-0"" x 9''-0"" Motor Operated Insulated Overhead Coiling Door (Galvanized)","63,000.00",0.00,"63,000.00",0.00,0.00,0.00,"63,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:180-UNCLASSIFIED EXCAVATION,,,,,,,0832-1000,000*IPCRP1*S*976042836,S,IPCRP1,000*IPCRP1*S*976042836,000:180-UNCLASSIFIED EXCAVATION,"484,050.00",0.00,"484,050.00","200,218.25",41.36,"10,010.94","293,842.69"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:894-BRICK MASONRY/PRECAST CONCRETE FOR DRAINAGE STRUCTURE,,,,,,,0832-1000,000*IPCRP1*S*976042837,S,IPCRP1,000*IPCRP1*S*976042837,000:894-BRICK MASONRY/PRECAST CONCRETE FOR DRAINAGE STRUCTURE,"2,441,350.00",0.00,"2,441,350.00","522,480.00",21.40,"26,123.99","1,944,993.99"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:674-TEMPORARY SHEETING,,,,,,,0832-1000,000*IPCRP1*S*976042838,S,IPCRP1,000*IPCRP1*S*976042838,000:674-TEMPORARY SHEETING,"144,750.00",0.00,"144,750.00","25,654.24",17.72,"1,282.71","120,378.47"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:675-PARKS LEAF MANHOLE COVER & FRAME,,,,,,,0832-1000,000*IPCRP1*S*976042839,S,IPCRP1,000*IPCRP1*S*976042839,000:675-PARKS LEAF MANHOLE COVER & FRAME,"105,000.00",0.00,"105,000.00","54,000.00",51.43,"2,700.00","53,700.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:676-PARKS LEAF CATCH BASIN COVER & FRAME,,,,,,,0832-1000,000*IPCRP1*S*976042840,S,IPCRP1,000*IPCRP1*S*976042840,000:676-PARKS LEAF CATCH BASIN COVER & FRAME,"75,000.00",0.00,"75,000.00","42,000.00",56.00,"2,100.00","35,100.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:677-DUCTILE IRON SEWER PIPE - 12"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042841,S,IPCRP1,000*IPCRP1*S*976042841,"000:677-DUCTILE IRON SEWER PIPE - 12"""" DIA.","13,250.00",0.00,"13,250.00","7,992.40",60.32,399.62,"5,657.22"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:678-DUCTILE IRON SEWER PIPE - 8"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042842,S,IPCRP1,000*IPCRP1*S*976042842,"000:678-DUCTILE IRON SEWER PIPE - 8"""" DIA.","410,280.00",0.00,"410,280.00","204,360.00",49.81,"10,218.00","216,138.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:679-DUCTILE IRON SEWER PIPE - 4"""" DIA",,,,,,,0832-1000,000*IPCRP1*S*976042843,S,IPCRP1,000*IPCRP1*S*976042843,"000:679-DUCTILE IRON SEWER PIPE - 4"""" DIA","49,630.50",0.00,"49,630.50","37,275.81",75.11,"1,863.79","14,218.48"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:680-DUCTILE IRON SEWER PIPE - 6"""" DIA",,,,,,,0832-1000,000*IPCRP1*S*976042844,S,IPCRP1,000*IPCRP1*S*976042844,"000:680-DUCTILE IRON SEWER PIPE - 6"""" DIA","143,183.70",0.00,"143,183.70","67,879.68",47.41,"3,393.99","78,698.01"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:681-POLYETHYLENE CORRUGATED PIPE (18"""")",,,,,,,0832-1000,000*IPCRP1*S*976042845,S,IPCRP1,000*IPCRP1*S*976042845,"000:681-POLYETHYLENE CORRUGATED PIPE (18"""")","2,513,064.60",0.00,"2,513,064.60","915,959.40",36.45,"45,797.99","1,642,903.19"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:682-POLYETHYLENE CORRUGATED PIPE (24"""")",,,,,,,0832-1000,000*IPCRP1*S*976042846,S,IPCRP1,000*IPCRP1*S*976042846,"000:682-POLYETHYLENE CORRUGATED PIPE (24"""")","840,750.00",0.00,"840,750.00",0.00,0.00,0.00,"840,750.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:683-HYDRODYNAMIC SEPARATOR,,,,,,,0832-1000,000*IPCRP1*S*976042847,S,IPCRP1,000*IPCRP1*S*976042847,000:683-HYDRODYNAMIC SEPARATOR,"422,500.00",0.00,"422,500.00","197,500.00",46.75,"9,875.00","234,875.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:781-PERFORATED POLYETHYLENE CORRUGATED PIPE (12"""")",,,,,,,0832-1000,000*IPCRP1*S*976042848,S,IPCRP1,000*IPCRP1*S*976042848,"000:781-PERFORATED POLYETHYLENE CORRUGATED PIPE (12"""")","225,000.00",0.00,"225,000.00",0.00,0.00,0.00,"225,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:782-POLYETHYLENE CORRUGATED PIPE (6"""")",,,,,,,0832-1000,000*IPCRP1*S*976042849,S,IPCRP1,000*IPCRP1*S*976042849,"000:782-POLYETHYLENE CORRUGATED PIPE (6"""")","39,900.00",0.00,"39,900.00",0.00,0.00,0.00,"39,900.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:783-POLYETHYLENE CORRUGATED PIPE (12"""")",,,,,,,0832-1000,000*IPCRP1*S*976042850,S,IPCRP1,000*IPCRP1*S*976042850,"000:783-POLYETHYLENE CORRUGATED PIPE (12"""")","264,920.00",0.00,"264,920.00","264,920.00",100.00,"13,246.00","13,246.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:784-PERFORATED POLYETHYLINE CORRUGATED PIPE (6"""")",,,,,,,0832-1000,000*IPCRP1*S*976042851,S,IPCRP1,000*IPCRP1*S*976042851,"000:784-PERFORATED POLYETHYLINE CORRUGATED PIPE (6"""")","632,890.00",0.00,"632,890.00","286,596.95",45.28,"14,329.85","360,622.90"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:795-RECONSTRUCT DRAINAGE STRUCTURE,,,,,,,0832-1000,000*IPCRP1*S*976042852,S,IPCRP1,000*IPCRP1*S*976042852,000:795-RECONSTRUCT DRAINAGE STRUCTURE,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,"50,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:796-CATCH BASIN COVER & FRAME WITH BALLAST SCREEN,,,,,,,0832-1000,000*IPCRP1*S*976042853,S,IPCRP1,000*IPCRP1*S*976042853,000:796-CATCH BASIN COVER & FRAME WITH BALLAST SCREEN,"105,000.00",0.00,"105,000.00",0.00,0.00,0.00,"105,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:797-DUCTILE IRON PIPE SEWER - 18"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042854,S,IPCRP1,000*IPCRP1*S*976042854,"000:797-DUCTILE IRON PIPE SEWER - 18"""" DIA.","1,175,040.00",0.00,"1,175,040.00","517,133.20",44.01,"25,856.66","683,763.46"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:798-DUCTILE IRON PIPE SEWER - 24"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042855,S,IPCRP1,000*IPCRP1*S*976042855,"000:798-DUCTILE IRON PIPE SEWER - 24"""" DIA.","20,475.00",0.00,"20,475.00","7,068.75",34.52,353.44,"13,759.69"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:799-PRECAST CONCRETE DRYWELL,,,,,,,0832-1000,000*IPCRP1*S*976042856,S,IPCRP1,000*IPCRP1*S*976042856,000:799-PRECAST CONCRETE DRYWELL,"45,000.00",0.00,"45,000.00","15,000.00",33.33,750.00,"30,750.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:820-SAND BASE FOR UTILITY LINE,,,,,,,0832-1000,000*IPCRP1*S*976042857,S,IPCRP1,000*IPCRP1*S*976042857,000:820-SAND BASE FOR UTILITY LINE,"244,200.00",0.00,"244,200.00","62,608.00",25.64,"3,130.40","184,722.40"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:821-WET CONNECTION - 6"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042858,S,IPCRP1,000*IPCRP1*S*976042858,"000:821-WET CONNECTION - 6"""" DIA.","134,400.00",0.00,"134,400.00",0.00,0.00,0.00,"134,400.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:822-WET CONNECTION - 8"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042859,S,IPCRP1,000*IPCRP1*S*976042859,"000:822-WET CONNECTION - 8"""" DIA.","4,675.00",0.00,"4,675.00",0.00,0.00,0.00,"4,675.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:823-RPZ & WATER METER W/REMOTE & HEATED ENCLOSURE,,,,,,,0832-1000,000*IPCRP1*S*976042860,S,IPCRP1,000*IPCRP1*S*976042860,000:823-RPZ & WATER METER W/REMOTE & HEATED ENCLOSURE,"90,000.00",0.00,"90,000.00","50,814.00",56.46,"2,540.70","41,726.70"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:824-4"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE",,,,,,,0832-1000,000*IPCRP1*S*976042861,S,IPCRP1,000*IPCRP1*S*976042861,"000:824-4"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE","14,301.00",0.00,"14,301.00","7,150.50",50.00,357.52,"7,508.02"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:825-6"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE",,,,,,,0832-1000,000*IPCRP1*S*976042862,S,IPCRP1,000*IPCRP1*S*976042862,"000:825-6"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE","112,462.00",0.00,"112,462.00","44,465.86",39.54,"2,223.30","70,219.44"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:826-8"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE",,,,,,,0832-1000,000*IPCRP1*S*976042863,S,IPCRP1,000*IPCRP1*S*976042863,"000:826-8"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE","56,688.00",0.00,"56,688.00","56,688.00",100.00,"2,834.40","2,834.40"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:827-10"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE",,,,,,,0832-1000,000*IPCRP1*S*976042864,S,IPCRP1,000*IPCRP1*S*976042864,"000:827-10"""" DIA. DUCTILE IRON CEMENT WATER PIPE LINE","2,038,536.00",0.00,"2,038,536.00",0.00,0.00,0.00,"2,038,536.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:828-WET CONNECTION - 4"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042865,S,IPCRP1,000*IPCRP1*S*976042865,"000:828-WET CONNECTION - 4"""" DIA.","4,550.00",0.00,"4,550.00","4,550.00",100.00,227.50,227.50
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:829-GATE VALVE - MECH JOINTS - 4"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042866,S,IPCRP1,000*IPCRP1*S*976042866,"000:829-GATE VALVE - MECH JOINTS - 4"""" DIA.","10,000.00",0.00,"10,000.00","10,000.00",100.00,500.00,500.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:830-GATE VALVE - MECH JOINTS - 6"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042867,S,IPCRP1,000*IPCRP1*S*976042867,"000:830-GATE VALVE - MECH JOINTS - 6"""" DIA.","10,000.00",0.00,"10,000.00",0.00,0.00,0.00,"10,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:831-GATE VALVE - MECH JOINTS - 8"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042868,S,IPCRP1,000*IPCRP1*S*976042868,"000:831-GATE VALVE - MECH JOINTS - 8"""" DIA.","30,000.00",0.00,"30,000.00","30,000.00",100.00,"1,500.00","1,500.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:832-GATE VALVE - MECH JOINTS - 10"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042869,S,IPCRP1,000*IPCRP1*S*976042869,"000:832-GATE VALVE - MECH JOINTS - 10"""" DIA.","20,000.00",0.00,"20,000.00",0.00,0.00,0.00,"20,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,000:834-FIRE HYDRANT WITH FENDERS,,,,,,,0832-1000,000*IPCRP1*S*976042870,S,IPCRP1,000*IPCRP1*S*976042870,000:834-FIRE HYDRANT WITH FENDERS,"255,750.00",0.00,"255,750.00","99,000.00",38.71,"4,950.00","161,700.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:848-CAST IRON VALVE BOX, 5 1/4"""" DIA.",,,,,,,0832-1000,000*IPCRP1*S*976042871,S,IPCRP1,000*IPCRP1*S*976042871,"000:848-CAST IRON VALVE BOX, 5 1/4"""" DIA.","298,304.00",0.00,"298,304.00","92,512.00",31.01,"4,625.60","210,417.60"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"000:666-BROKEN STONE, LOOSE MEASURE",,,,,,,0832-1000,000*IPCRP1*S*976042872,S,IPCRP1,000*IPCRP1*S*976042872,"000:666-BROKEN STONE, LOOSE MEASURE","232,625.82",0.00,"232,625.82","61,220.46",26.32,"3,061.03","174,466.39"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:108-UNCLASSIFIED EXCAVATION 6.02 AAN,,,,,,,0832-1000,001*IPCRP1*S*1048706828,S,IPCRP1,001*IPCRP1*S*1048706828,001:108-UNCLASSIFIED EXCAVATION 6.02 AAN,0.00,"290,375.00","290,375.00","7,001.75",2.41,350.10,"283,723.35"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:717-M&O PRE-FABRICATED BUILDING(S),,,,,,,0832-1000,001*IPCRP1*S*1048706873,S,IPCRP1,001*IPCRP1*S*1048706873,001:717-M&O PRE-FABRICATED BUILDING(S),0.00,"440,000.00","440,000.00","294,448.00",66.92,"14,722.40","160,274.40"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:815-TENNIS BUILDING,,,,,,,0832-1000,001*IPCRP1*S*1048706874,S,IPCRP1,001*IPCRP1*S*1048706874,001:815-TENNIS BUILDING,0.00,"400,000.00","400,000.00","155,500.00",38.88,"7,775.00","252,275.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:816-TRACK BUILDING,,,,,,,0832-1000,001*IPCRP1*S*1048706875,S,IPCRP1,001*IPCRP1*S*1048706875,001:816-TRACK BUILDING,0.00,"760,000.00","760,000.00","7,500.00",0.99,375.00,"752,875.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:817-10TH STREET COMFORT STATION,,,,,,,0832-1000,001*IPCRP1*S*1048706876,S,IPCRP1,001*IPCRP1*S*1048706876,001:817-10TH STREET COMFORT STATION,0.00,"381,025.00","381,025.00",0.00,0.00,0.00,"381,025.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:818-M&0 CANOPY STRUCTURE, AREA 1",,,,,,,0832-1000,001*IPCRP1*S*1048706877,S,IPCRP1,001*IPCRP1*S*1048706877,"001:818-M&0 CANOPY STRUCTURE, AREA 1",0.00,"10,000.00","10,000.00",0.00,0.00,0.00,"10,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:819-M&O CANOPY STRUCTURE, AREA 2",,,,,,,0832-1000,001*IPCRP1*S*1048706878,S,IPCRP1,001*IPCRP1*S*1048706878,"001:819-M&O CANOPY STRUCTURE, AREA 2",0.00,"10,000.00","10,000.00",0.00,0.00,0.00,"10,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:833-QUICK COUPLING VALVE & VACUUM BREAKER W/ CHAMBER,,,,,,,0832-1000,001*IPCRP1*S*1048706879,S,IPCRP1,001*IPCRP1*S*1048706879,001:833-QUICK COUPLING VALVE & VACUUM BREAKER W/ CHAMBER,0.00,"50,000.00","50,000.00","16,000.00",32.00,800.00,"34,800.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:835-DECORATIVE STEEL SPRAY FIXTURES DELANCY STREET,,,,,,,0832-1000,001*IPCRP1*S*1048706880,S,IPCRP1,001*IPCRP1*S*1048706880,001:835-DECORATIVE STEEL SPRAY FIXTURES DELANCY STREET,0.00,"120,000.00","120,000.00","120,000.00",100.00,"6,000.00","6,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:836-DECORATIVE STEEL SPRAY FIXTURES HOUSTON STREET,,,,,,,0832-1000,001*IPCRP1*S*1048706881,S,IPCRP1,001*IPCRP1*S*1048706881,001:836-DECORATIVE STEEL SPRAY FIXTURES HOUSTON STREET,0.00,"180,000.00","180,000.00",0.00,0.00,0.00,"180,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:837-DECORATIVE STEEL SPRAY FIXTURES 10TH STREET,,,,,,,0832-1000,001*IPCRP1*S*1048706882,S,IPCRP1,001*IPCRP1*S*1048706882,001:837-DECORATIVE STEEL SPRAY FIXTURES 10TH STREET,0.00,"120,000.00","120,000.00",0.00,0.00,0.00,"120,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,001:838-SPORT STEEL SPRAY FIXTURE,,,,,,,0832-1000,001*IPCRP1*S*1048706883,S,IPCRP1,001*IPCRP1*S*1048706883,001:838-SPORT STEEL SPRAY FIXTURE,0.00,"220,000.00","220,000.00","141,710.00",64.41,"7,085.50","85,375.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:839-WATER TAP 2"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706884,S,IPCRP1,001*IPCRP1*S*1048706884,"001:839-WATER TAP 2"" DIA",0.00,"15,000.00","15,000.00",0.00,0.00,0.00,"15,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:840-CURB & PROPERTY LINE VALVES -2"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706885,S,IPCRP1,001*IPCRP1*S*1048706885,"001:840-CURB & PROPERTY LINE VALVES -2"" DIA",0.00,"5,000.00","5,000.00","5,000.00",100.00,250.00,250.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:841-PLUG VALVE - 1"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706886,S,IPCRP1,001*IPCRP1*S*1048706886,"001:841-PLUG VALVE - 1"" DIA",0.00,"21,850.00","21,850.00","3,800.00",17.39,190.00,"18,240.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:842-PLUG VALVE - 1-1/2"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706887,S,IPCRP1,001*IPCRP1*S*1048706887,"001:842-PLUG VALVE - 1-1/2"" DIA",0.00,"280,000.00","280,000.00","106,000.00",37.86,"5,300.00","179,300.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:843-PLUG VALVE - 2"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706888,S,IPCRP1,001*IPCRP1*S*1048706888,"001:843-PLUG VALVE - 2"" DIA",0.00,"7,500.00","7,500.00","1,500.00",20.00,75.00,"6,075.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Akela Contracting LLC,AKEL01,IPCRP1-31.,Parks Utility,,"001:844-TYPE ""K"" COPPER TUBING - 1"" DIA",,,,,,,0832-1000,001*IPCRP1*S*1048706889,S,IPCRP1,001*IPCRP1*S*1048706889,"001:844-TYPE ""K"" COPPER TUBING - 1"" DIA",0.00,"88,800.00","88,800.00","3,129.60",3.52,156.48,"85,826.88"
